step,reward,loss
1000,0.9765625,0.3121607005596161
1004,0.9765625,0.19647185504436493
1008,0.96875,0.18464002013206482
1012,0.9453125,0.2608267664909363
1016,0.953125,0.11516860872507095
1020,0.9296875,0.05976687744259834
1024,0.8984375,0.09459824860095978
1028,0.90625,0.08196555078029633
1032,0.90625,0.056534625589847565
1036,0.921875,0.023820387199521065
1040,0.890625,0.02418132685124874
1044,0.90625,0.028937963768839836
1048,0.8984375,0.04989134520292282
1052,0.9140625,0.042480725795030594
1056,0.921875,0.03301750868558884
1060,0.9140625,0.017891380935907364
1064,0.9453125,0.01067137811332941
1068,0.9609375,0.008253466337919235
1072,0.984375,0.014136895537376404
1076,0.984375,0.02184770256280899
1080,0.984375,0.023607587441802025
1084,1.0,0.017955807968974113
1088,1.0234375,0.010607972741127014
1092,0.9921875,0.009462468326091766
1096,0.953125,0.007134585175663233
1100,0.96875,0.007556555792689323
1104,0.96875,0.007802970707416534
1108,0.9609375,0.01074286364018917
1112,0.9375,0.007515782956033945
1116,0.9609375,0.008227130398154259
1120,0.984375,0.007000903133302927
1124,0.984375,0.009001921862363815
1128,0.9453125,0.006570689845830202
1132,0.96875,0.006956704426556826
1136,0.984375,0.006322110071778297
1140,1.015625,0.007859678938984871
1144,0.984375,0.006078753620386124
1148,0.96875,0.004342505242675543
1152,0.9765625,0.005909048020839691
1156,0.9921875,0.005445699207484722
1160,1.0078125,0.0061569660902023315
1164,1.0,0.005631990730762482
1168,1.03125,0.005856066010892391
1172,1.0390625,0.0038531157188117504
1176,1.03125,0.00555802509188652
1180,1.0546875,0.004220946226269007
1184,1.0625,0.003714675549417734
1188,1.046875,0.005323456600308418
1192,1.0390625,0.003926579840481281
1196,1.0234375,0.004742031916975975
1200,1.015625,0.003168899565935135
1204,1.0390625,0.4003356099128723
1208,1.0390625,0.255219042301178
1212,1.0546875,0.12220428884029388
1216,1.0625,0.02512957900762558
1220,1.0703125,0.016649562865495682
1224,1.09375,0.07455691695213318
1228,1.0546875,0.12521198391914368
1232,1.0390625,0.1429741084575653
1236,1.0546875,0.11122198402881622
1240,1.0625,0.07048776745796204
1244,1.0390625,0.030187495052814484
1248,1.0,0.013035306707024574
1252,1.0,0.014477113261818886
1256,1.0078125,0.02932688407599926
1260,1.0,0.04570792615413666
1264,0.984375,0.0540551133453846
1268,0.984375,0.05021337419748306
1272,1.015625,0.028734339401125908
1276,1.0390625,0.020804155617952347
1280,1.046875,0.012561134994029999
1284,1.046875,0.012894623912870884
1288,1.0546875,0.012660665437579155
1292,1.0625,0.02244361862540245
1296,1.0546875,0.02059001848101616
1300,1.046875,0.02378593012690544
1304,1.0546875,0.017310328781604767
1308,1.0234375,0.013532835058867931
1312,1.0234375,0.008243013173341751
1316,1.0234375,0.0035779024474322796
1320,1.0234375,0.004801723174750805
1324,1.015625,0.006156325340270996
1328,1.03125,0.007139898370951414
1332,1.0390625,0.012964179739356041
1336,1.015625,0.01114848256111145
1340,0.9765625,0.008419393561780453
1344,0.96875,0.006538263522088528
1348,0.96875,0.004401823505759239
1352,0.9609375,0.005487225018441677
1356,0.9921875,0.0025484957732260227
1360,1.0,0.004383791238069534
1364,0.984375,0.008371610194444656
1368,0.9765625,0.004070171155035496
1372,0.96875,0.004636123776435852
1376,0.9765625,0.0046229856088757515
1380,0.984375,0.00409907940775156
1384,1.0,0.0027459445409476757
1388,0.9921875,0.0036289128474891186
1392,0.984375,0.002367970999330282
1396,0.96875,0.004318481311202049
1400,0.953125,0.0032680530566722155
1404,0.9375,0.4027283787727356
1408,0.9609375,0.3241086006164551
1412,0.953125,0.20320504903793335
1416,0.9609375,0.09060106426477432
1420,0.9921875,0.020667850971221924
1424,0.96875,0.007398425601422787
1428,0.96875,0.041960589587688446
1432,0.9765625,0.09275530278682709
1436,0.9921875,0.13184060156345367
1440,1.0,0.14353936910629272
1444,1.0078125,0.11911319196224213
1448,1.0,0.07939015328884125
1452,1.03125,0.0403444878757
1456,1.0234375,0.013100958429276943
1460,0.9921875,0.0072564613074064255
1464,1.0390625,0.012790370732545853
1468,1.0390625,0.024786366149783134
1472,1.0390625,0.03430074453353882
1476,1.0234375,0.04696711152791977
1480,1.0234375,0.04628229886293411
1484,1.0234375,0.04197445139288902
1488,1.015625,0.02970656380057335
1492,1.0234375,0.013199389912188053
1496,1.0234375,0.011437006294727325
1500,1.0546875,0.0034865776542574167
1504,1.0859375,0.00621888879686594
1508,1.078125,0.0076369368471205235
1512,1.03125,0.01401080284267664
1516,1.0546875,0.01634109765291214
1520,1.046875,0.016483202576637268
1524,1.03125,0.014872184954583645
1528,1.03125,0.011327091604471207
1532,1.046875,0.0065844617784023285
1536,1.0546875,0.006007233634591103
1540,1.0390625,0.0028652602341026068
1544,1.015625,0.005198326893150806
1548,0.96875,0.0038341779727488756
1552,0.984375,0.005569781176745892
1556,0.984375,0.009160250425338745
1560,0.953125,0.007377848960459232
1564,0.9375,0.00565236946567893
1568,0.9453125,0.004790602717548609
1572,0.9453125,0.004658893682062626
1576,0.9609375,0.0032090989407151937
1580,0.953125,0.0016729217022657394
1584,0.9453125,0.0026715516578406096
1588,0.9453125,0.003317200345918536
1592,0.921875,0.004524192772805691
1596,0.9296875,0.0035409678239375353
1600,0.9296875,0.004371325951069593
1604,0.953125,0.3471860885620117
1608,0.953125,0.2903093099594116
1612,0.9453125,0.21032164990901947
1616,0.953125,0.112693652510643
1620,0.9296875,0.04429580271244049
1624,0.953125,0.005133392754942179
1628,0.9296875,0.011718089692294598
1632,0.90625,0.03567454218864441
1636,0.8984375,0.06846769899129868
1640,0.921875,0.09585604816675186
1644,0.9140625,0.10474560409784317
1648,0.9375,0.09401855617761612
1652,0.9375,0.07135623693466187
1656,0.953125,0.04737803339958191
1660,0.9453125,0.024928323924541473
1664,0.9375,0.01209837943315506
1668,0.9609375,0.01331836823374033
1672,0.9609375,0.013857906684279442
1676,0.9609375,0.0200512558221817
1680,0.9609375,0.029160471633076668
1684,0.953125,0.028094660490751266
1688,0.9921875,0.027307406067848206
1692,0.9765625,0.02118435874581337
1696,0.9296875,0.019594252109527588
1700,0.9453125,0.013557279482483864
1704,0.9140625,0.012560593895614147
1708,0.90625,0.013052642345428467
1712,0.890625,0.01169339008629322
1716,0.875,0.009083382785320282
1720,0.8828125,0.010385205037891865
1724,0.8828125,0.01106318086385727
1728,0.8515625,0.008456319570541382
1732,0.84375,0.008482228964567184
1736,0.84375,0.0071549192070961
1740,0.8359375,0.0057296850718557835
1744,0.8515625,0.003806311171501875
1748,0.8671875,0.003956709057092667
1752,0.84375,0.005343105643987656
1756,0.875,0.006849602330476046
1760,0.8828125,0.006567629985511303
1764,0.890625,0.006192071363329887
1768,0.90625,0.007504480425268412
1772,0.9296875,0.005177385173738003
1776,0.9140625,0.004266826901584864
1780,0.9296875,0.006045677699148655
1784,0.9453125,0.004235723055899143
1788,0.9609375,0.003061039838939905
1792,0.953125,0.0025109117850661278
1796,0.953125,0.0041913860477507114
1800,0.96875,0.0029035795014351606
1804,1.0,0.3289451599121094
1808,0.9921875,0.26869040727615356
1812,0.984375,0.20141461491584778
1816,0.9765625,0.13321265578269958
1820,1.0,0.07467656582593918
1824,1.015625,0.026485079899430275
1828,1.0,0.018555689603090286
1832,1.0390625,0.020462259650230408
1836,1.046875,0.031728941947221756
1840,1.0546875,0.05259351804852486
1844,1.046875,0.06646905839443207
1848,1.0390625,0.07410355657339096
1852,1.0390625,0.07456021010875702
1856,1.0703125,0.06576547771692276
1860,1.0625,0.04558168351650238
1864,1.03125,0.042879894375801086
1868,1.0234375,0.029693512246012688
1872,0.9921875,0.029222752898931503
1876,0.984375,0.024704033508896828
1880,0.9609375,0.01782279834151268
1884,0.9453125,0.016987299546599388
1888,0.953125,0.012823691591620445
1892,0.9375,0.014637085609138012
1896,0.9296875,0.014020021073520184
1900,0.875,0.011596414260566235
1904,0.875,0.014589104801416397
1908,0.890625,0.012057379819452763
1912,0.875,0.010277699679136276
1916,0.8671875,0.00705114658921957
1920,0.8515625,0.005573587492108345
1924,0.84375,0.00903251487761736
1928,0.8203125,0.006748197600245476
1932,0.8203125,0.008182245306670666
1936,0.828125,0.006418880540877581
1940,0.8515625,0.005923740565776825
1944,0.8203125,0.005262626335024834
1948,0.8359375,0.0050217825919389725
1952,0.8515625,0.0030508767813444138
1956,0.84375,0.0028445166535675526
1960,0.8203125,0.0033442950807511806
1964,0.8125,0.00398268224671483
1968,0.8203125,0.005888301879167557
1972,0.875,0.004478672984987497
1976,0.90625,0.005867530591785908
1980,0.921875,0.003899563103914261
1984,0.9375,0.00602798443287611
1988,0.96875,0.00324638606980443
1992,1.0,0.004691500216722488
1996,1.0078125,0.003106545889750123
2000,1.0234375,0.0018951552920043468
2004,1.046875,0.36742979288101196
2008,1.078125,0.321445107460022
2012,1.0859375,0.2499805986881256
2016,1.0625,0.17463453114032745
2020,1.1015625,0.1224580630660057
2024,1.1171875,0.0681067407131195
2028,1.1640625,0.0339580737054348
2032,1.1640625,0.017798863351345062
2036,1.1171875,0.013876640237867832
2040,1.125,0.017496347427368164
2044,1.1328125,0.02747831493616104
2048,1.1328125,0.032801561057567596
2052,1.1171875,0.037047870457172394
2056,1.1015625,0.04184158146381378
2060,1.0703125,0.03808830678462982
2064,1.0546875,0.03693051263689995
2068,1.03125,0.03961652144789696
2072,1.046875,0.02826017513871193
2076,1.0390625,0.026734819635748863
2080,1.046875,0.01871621608734131
2084,1.046875,0.014165990054607391
2088,1.015625,0.00864316150546074
2092,1.03125,0.009725330397486687
2096,1.0234375,0.00847328919917345
2100,0.9921875,0.00975902657955885
2104,0.984375,0.013910692185163498
2108,0.9921875,0.012916063889861107
2112,0.9609375,0.009877260774374008
2116,0.9375,0.009881161153316498
2120,0.953125,0.0084858238697052
2124,0.9296875,0.007948813028633595
2128,0.9375,0.005377465393394232
2132,0.8984375,0.009156114421784878
2136,0.90625,0.006576518062502146
2140,0.875,0.007399288937449455
2144,0.9140625,0.0049970936961472034
2148,0.8671875,0.006950913928449154
2152,0.8203125,0.005760769359767437
2156,0.78125,0.00596769992262125
2160,0.765625,0.006954405922442675
2164,0.828125,0.004312494769692421
2168,0.8203125,0.004710562527179718
2172,0.8125,0.004964550957083702
2176,0.796875,0.0033929646015167236
2180,0.7890625,0.005302237346768379
2184,0.828125,0.006075701676309109
2188,0.84375,0.004363366402685642
2192,0.8828125,0.004256905056536198
2196,0.875,0.00619753310456872
2200,0.859375,0.003288042498752475
2204,0.859375,0.34416329860687256
2208,0.8359375,0.32161521911621094
2212,0.84375,0.25824254751205444
2216,0.8984375,0.19183853268623352
2220,0.890625,0.13148233294487
2224,0.875,0.09814799576997757
