step,reward,loss
2228,0.8984375,0.06749676913022995
2232,0.8984375,0.04508143290877342
2236,0.859375,0.02352476865053177
2240,0.8671875,0.023327289149165154
2244,0.84375,0.012394262477755547
2248,0.8203125,0.016052113845944405
2252,0.84375,0.007821990177035332
2256,0.84375,0.006588457152247429
2260,0.8828125,0.004412045702338219
2264,0.8671875,0.004522479604929686
2268,0.8984375,0.004704770632088184
2272,0.875,0.006089107133448124
2276,0.8671875,0.006558742839843035
2280,0.8984375,0.004065795801579952
2284,0.921875,0.0032218440901488066
2288,0.9375,0.005195837002247572
2292,0.921875,0.00472930446267128
2296,0.90625,0.0034005208872258663
2300,0.90625,0.005167063791304827
2304,0.9375,0.0038634222000837326
2308,0.96875,0.003703684313222766
2312,0.953125,0.0026403102092444897
2316,0.9375,0.003469109768047929
2320,0.8828125,0.004400013945996761
2324,0.90625,0.002699000295251608
2328,0.921875,0.004057973623275757
2332,0.90625,0.0033078882843255997
2336,0.9296875,0.002801113296300173
2340,0.921875,0.003235566196963191
2344,0.8984375,0.002177273388952017
2348,0.8671875,0.004519911482930183
2352,0.8671875,0.0020836631301790476
2356,0.84375,0.002594871912151575
2360,0.828125,0.0025869025848805904
2364,0.84375,0.002086241729557514
2368,0.828125,0.00232204282656312
2372,0.828125,0.0017418358474969864
2376,0.8359375,0.00500095821917057
2380,0.8671875,0.003335608635097742
2384,0.859375,0.0020137466490268707
2388,0.8359375,0.0018054968677461147
2392,0.828125,0.0021600141189992428
2396,0.8203125,0.0020393612794578075
2400,0.8203125,0.0014995848760008812
2404,0.8515625,0.3543446958065033
2408,0.8359375,0.28259703516960144
2412,0.8203125,0.21286261081695557
2416,0.828125,0.14957429468631744
2420,0.8203125,0.10466179251670837
2424,0.8203125,0.07539404183626175
2428,0.84375,0.05834592133760452
2432,0.84375,0.057548634707927704
2436,0.859375,0.050134412944316864
2440,0.875,0.043144918978214264
2444,0.90625,0.02969169057905674
2448,0.9453125,0.03528328612446785
2452,0.9296875,0.02158753201365471
2456,0.9140625,0.02395796775817871
2460,0.890625,0.011961348354816437
2464,0.890625,0.009647935628890991
2468,0.8828125,0.007679986301809549
2472,0.90625,0.007184137590229511
2476,0.9453125,0.007895246148109436
2480,0.96875,0.006358657032251358
2484,0.953125,0.005377673543989658
2488,0.96875,0.0034696501679718494
2492,0.9765625,0.0038153240457177162
2496,0.9765625,0.0031585858669131994
2500,1.0,0.004743202589452267
2504,1.0078125,0.003067012643441558
2508,0.9609375,0.003993920050561428
2512,0.96875,0.0038860952481627464
2516,0.9765625,0.0038018962368369102
2520,1.0078125,0.004139760509133339
2524,0.9921875,0.004506669472903013
2528,0.9921875,0.003822161816060543
2532,0.984375,0.0038297895807772875
2536,0.9921875,0.003544617211446166
2540,1.0234375,0.0034413132816553116
2544,1.0078125,0.002658833283931017
2548,0.96875,0.0029826508834958076
2552,0.984375,0.0028925719670951366
2556,0.9609375,0.002910606563091278
2560,0.96875,0.0026787621900439262
2564,0.96875,0.003946085926145315
2568,0.9453125,0.0035108234733343124
2572,0.9140625,0.002491601277142763
2576,0.90625,0.0023561737034469843
2580,0.9140625,0.0034942529164254665
2584,0.921875,0.003304277081042528
2588,0.9453125,0.00208267942070961
2592,0.9296875,0.0031491219997406006
2596,0.953125,0.001646622666157782
2600,0.9375,0.002483724383637309
2604,0.9140625,0.3266445994377136
2608,0.8984375,0.29100069403648376
2612,0.921875,0.2674388885498047
2616,0.9140625,0.21905821561813354
2620,0.9296875,0.2012908160686493
2624,0.96875,0.16840878129005432
2628,0.984375,0.14365780353546143
2632,0.9765625,0.1307404637336731
2636,0.984375,0.12308496236801147
2640,1.0,0.10388962179422379
2644,1.015625,0.08841840922832489
2648,0.9765625,0.07940081506967545
2652,1.0,0.06080860272049904
2656,1.0078125,0.052217110991477966
2660,1.015625,0.03885255753993988
2664,1.0234375,0.028646986931562424
2668,1.0078125,0.026699980720877647
2672,1.0078125,0.019180120900273323
2676,1.0234375,0.01354342419654131
2680,1.015625,0.01260022446513176
2684,1.0390625,0.009153677150607109
2688,1.03125,0.007368455175310373
2692,1.0078125,0.005084987264126539
2696,1.015625,0.004427626729011536
2700,1.0390625,0.003223648527637124
2704,1.0078125,0.003006501356139779
2708,1.0078125,0.002011706121265888
2712,1.0234375,0.00332040898501873
2716,1.015625,0.0027534877881407738
2720,1.0,0.0015898740384727716
2724,1.0234375,0.002463444136083126
2728,1.03125,0.003678652923554182
2732,1.0390625,0.0026670556981116533
2736,1.078125,0.002976504387333989
2740,1.09375,0.003126924391835928
2744,1.0859375,0.003903382457792759
2748,1.046875,0.0039289407432079315
2752,1.0234375,0.004378382116556168
2756,1.0390625,0.003107944969087839
2760,1.0546875,0.003138833912089467
2764,1.078125,0.0020366476383060217
2768,1.078125,0.0020087403245270252
2772,1.0546875,0.0024100057780742645
2776,1.0546875,0.0016621713293716311
2780,1.078125,0.0016610817983746529
2784,1.09375,0.0017499236855655909
2788,1.0859375,0.0023669516667723656
2792,1.1015625,0.0025748417247086763
2796,1.09375,0.0024535804986953735
2800,1.0703125,0.00241230521351099
2804,1.078125,0.32606059312820435
2808,1.0703125,0.3003305196762085
2812,1.0546875,0.2568008601665497
2816,1.0546875,0.22507072985172272
2820,1.0625,0.1998872607946396
2824,1.0859375,0.18552999198436737
2828,1.0703125,0.16997480392456055
2832,1.109375,0.15088528394699097
2836,1.125,0.1381908357143402
2840,1.0859375,0.12382692098617554
2844,1.09375,0.11513513326644897
2848,1.0859375,0.10450191795825958
2852,1.046875,0.08484555780887604
2856,1.03125,0.07090771198272705
2860,1.0390625,0.05893523246049881
2864,1.0,0.05331490933895111
2868,0.9921875,0.04072792828083038
2872,0.9765625,0.039172619581222534
2876,1.0,0.025541070848703384
2880,1.0078125,0.020435301586985588
2884,0.9765625,0.018389828503131866
2888,0.9609375,0.01439858041703701
2892,0.96875,0.011174720712006092
2896,0.9453125,0.008864214643836021
2900,0.9375,0.004867429379373789
2904,0.96875,0.0029568499885499477
2908,0.9375,0.001997969578951597
2912,0.90625,0.0021485905162990093
2916,0.90625,0.002040805760771036
2920,0.890625,0.0018772687762975693
2924,0.859375,0.0017098550451919436
2928,0.8828125,0.0026785540394484997
2932,0.8828125,0.0023453468456864357
2936,0.8671875,0.0035267039202153683
2940,0.859375,0.002412904053926468
2944,0.8515625,0.004252051003277302
2948,0.8671875,0.0034294668585062027
2952,0.84375,0.003173473058268428
2956,0.859375,0.0028252718038856983
2960,0.8203125,0.004702975507825613
2964,0.8046875,0.002828431548550725
2968,0.8203125,0.002862650901079178
2972,0.828125,0.002478575799614191
2976,0.8359375,0.004347775597125292
2980,0.84375,0.0033162692561745644
2984,0.8671875,0.0036377967335283756
2988,0.8828125,0.0027125508058816195
2992,0.859375,0.002090838737785816
2996,0.8515625,0.002674971241503954
3000,0.8828125,0.0018824281869456172
3004,0.8828125,0.31285953521728516
3008,0.8671875,0.30670446157455444
3012,0.875,0.28761935234069824
3016,0.875,0.26426202058792114
3020,0.8515625,0.24904575943946838
3024,0.8359375,0.2325936257839203
3028,0.875,0.21908307075500488
3032,0.84375,0.19774502515792847
3036,0.8515625,0.18484756350517273
3040,0.84375,0.1656711995601654
3044,0.828125,0.14573298394680023
3048,0.84375,0.1385536789894104
3052,0.859375,0.12422089278697968
3056,0.859375,0.10329215973615646
3060,0.859375,0.08695343881845474
3064,0.890625,0.07010623812675476
3068,0.8828125,0.06400415301322937
3072,0.890625,0.056234315037727356
3076,0.859375,0.04680900275707245
3080,0.8515625,0.04373728483915329
3084,0.8125,0.03133391588926315
3088,0.828125,0.022870570421218872
3092,0.8203125,0.01896141842007637
3096,0.8046875,0.01684882491827011
3100,0.8125,0.014033645391464233
3104,0.84375,0.007940146140754223
3108,0.859375,0.008002025075256824
3112,0.84375,0.004482302814722061
3116,0.828125,0.0032075142953544855
3120,0.8671875,0.0034431673120707273
3124,0.890625,0.004208232741802931
3128,0.8671875,0.0018668108386918902
3132,0.875,0.0016808985965326428
3136,0.890625,0.002967662177979946
3140,0.9140625,0.0010436635930091143
3144,0.9140625,0.0015288017457351089
3148,0.9140625,0.003014438785612583
3152,0.9296875,0.002351213712245226
3156,0.890625,0.0029461761005222797
3160,0.90625,0.002487438963726163
3164,0.9140625,0.002166569698601961
3168,0.9140625,0.00335481995716691
3172,0.9453125,0.0031343307346105576
3176,0.9375,0.003221136052161455
3180,0.9453125,0.0036418745294213295
3184,0.9609375,0.006290784105658531
3188,0.9375,0.004405252635478973
3192,0.9296875,0.0030076289549469948
3196,0.9375,0.003957618027925491
3200,0.921875,0.003111583646386862
3204,0.9296875,0.317688524723053
3208,0.9296875,0.29493477940559387
3212,0.9609375,0.2979024648666382
3216,0.96875,0.28021591901779175
3220,0.9765625,0.2643500864505768
3224,1.015625,0.2467370629310608
3228,0.9921875,0.2352379560470581
3232,1.0,0.21330562233924866
3236,0.984375,0.2051544338464737
3240,0.9921875,0.1841093897819519
3244,0.984375,0.1644241213798523
3248,0.96875,0.15018510818481445
3252,0.9375,0.13317400217056274
3256,0.9609375,0.11890209466218948
3260,0.9375,0.09922236204147339
3264,0.9453125,0.09633323550224304
3268,0.9296875,0.08645068109035492
3272,0.921875,0.062377724796533585
3276,0.953125,0.0587204284965992
3280,0.953125,0.05021345987915993
3284,0.984375,0.0369015634059906
3288,1.0,0.031009240075945854
3292,0.96875,0.02619713731110096
3296,0.9921875,0.02110443077981472
3300,0.9921875,0.0173330195248127
3304,0.9921875,0.015345635823905468
3308,0.9921875,0.014426402747631073
3312,0.9921875,0.009918349795043468
3316,1.0078125,0.005442037712782621
3320,0.9765625,0.005265353247523308
3324,0.9765625,0.0044115763157606125
3328,0.9765625,0.0027083822060376406
3332,0.9453125,0.002850731834769249
3336,0.9609375,0.0029079988598823547
3340,0.9296875,0.0019487608224153519
3344,0.9375,0.0018958115251734853
