#{"t_start": 1716009810.719895, "env_id": "None"}
r,l,t
62248.599801,1000,9.112793
53639.293645,111,9.993349
53639.293645,111,10.820025
-158216.070718,1000,19.470083
53639.293645,111,20.251201
53639.293645,111,21.183835
